userName,score,at,content
Pengguna Google,1,2026-06-01 03:34:01,ai nya ngeselin babi
Pengguna Google,5,2026-06-01 03:32:35,sangat membantu
Pengguna Google,5,2026-06-01 03:32:12,woke
Pengguna Google,5,2026-06-01 03:29:58,sangat membantu
Pengguna Google,1,2026-06-01 03:29:32,sistem wa rusak
Pengguna Google,5,2026-06-01 03:28:20,bgus
Pengguna Google,5,2026-06-01 03:26:54,sangat baik
Pengguna Google,5,2026-06-01 03:26:30,lumayan bagus
Pengguna Google,5,2026-06-01 03:23:13,"WA saya d bajak orang,saya GaK BiSa pakai gmn ini"
Pengguna Google,5,2026-06-01 03:22:58,Aplikasi ini bagus sekali untuk berkomunikasi
Pengguna Google,5,2026-06-01 03:21:40,dbls j D os j se ksnosni k so s
Pengguna Google,5,2026-06-01 03:15:48,komunikasi jadi lancar murah👍
Pengguna Google,5,2026-06-01 03:15:35,bisa cetan bareng teman dan keluarga
Pengguna Google,1,2026-06-01 03:14:04,"plis, kembaliin akun wa aku banyak datanya di situ"
Pengguna Google,2,2026-06-01 03:13:09,"aplikasi gaje eror kadang kalo vc suka ngebug"" gajelas tolong perbaiki min"
Pengguna Google,1,2026-06-01 03:12:09,ni whatsapp kenapa sihh. masa punya aku di tinjau mulu dah tiap hari lama lama gk pake whatsapp lagi
Pengguna Google,5,2026-06-01 03:12:05,bagus
Pengguna Google,5,2026-06-01 03:11:10,bagus
Pengguna Google,5,2026-06-01 03:11:02,terima kasih aplikasi nya
Pengguna Google,1,2026-06-01 03:10:17,terlalu banyak percobaan SMS harus ke telp gua pake TLP harus menunggu 1 jam lu sehat . nomer gua di hp gua lu yang gak kirim otp nya ngapa gua yg kena banet tolol
Pengguna Google,5,2026-06-01 03:09:25,"kuntul cok, mudah ketinjau muluu"
Pengguna Google,5,2026-06-01 03:09:16,sangat baik
Pengguna Google,3,2026-06-01 03:08:00,"hal yang paling menjengkelkan adalah kualitas media yang diupload di story, kualitas nya terkompres secara brutal dan heran aja hal spt ini tidak diperhatikan. smoga kedepannya bisa diperbaiki lagi"
Pengguna Google,5,2026-06-01 03:06:42,kenapa wa saya tiap hari harus di tinjau saya hanya pemakai wa biasa bukan buat yg aneh2
Pengguna Google,1,2026-06-01 03:05:23,apa apa blokir orang buat kerja jadinya nambah kerjaan bukan mempermudah
Pengguna Google,1,2026-06-01 03:05:16,bug pas vc
Pengguna Google,5,2026-06-01 03:03:03,ok
Pengguna Google,4,2026-06-01 03:02:59,apalah dikit dikit kenon
Pengguna Google,2,2026-06-01 03:02:23,kenapaaa akun wa sayaa tiba tiba tidak bisa dipakai padahal saya tidak melakukan hal hal yang mencurigakan kenapa akun Syaa ditinjauuu mohon ditingkat kan lagi keamanan nyaa
Pengguna Google,5,2026-06-01 03:02:00,TITAH PERANG COPID 19 SERTA PENANGGULANGAN BENCANA BUMI.
Pengguna Google,3,2026-06-01 03:00:08,Panggilan masuk lemot.
Pengguna Google,1,2026-06-01 02:59:38,ini aplikasi apaan kok saya udah masukin nomor benar kok di suruh minta kode padahal itu nomor saya sendiri aku udah coba liat tutorial masih ga bisa aneh kali
Pengguna Google,5,2026-06-01 02:59:36,mantap bro
Pengguna Google,5,2026-06-01 02:58:18,bagusss
Pengguna Google,1,2026-06-01 02:57:47,bagus
Pengguna Google,2,2026-06-01 02:57:09,gw di tolak cewek di apk ini
Pengguna Google,5,2026-06-01 02:54:55,bagus banget ini sih wajib instal
Pengguna Google,5,2026-06-01 02:53:09,baik
Pengguna Google,5,2026-06-01 02:51:49,Bagus aplikasi nya sangat membantu sekali
Pengguna Google,1,2026-06-01 02:50:29,update mulu
Pengguna Google,1,2026-06-01 02:50:24,makin update makin gak jelas dikit-dikit dibatasin sanggat mengganggu komunikasi
Pengguna Google,5,2026-06-01 02:49:04,ok
Pengguna Google,5,2026-06-01 02:48:58,aplikasi berguna untuk komunikasi jarak jauh dan mudah di gunakan
Pengguna Google,5,2026-06-01 02:48:56,bagus dong
Pengguna Google,5,2026-06-01 02:48:21,bagus
Pengguna Google,1,2026-06-01 02:47:50,Senang menggunakan whatsapp. Bagus dan mudah.
Pengguna Google,5,2026-06-01 02:47:44,yekinawipa
Pengguna Google,5,2026-06-01 02:47:09,aplikasi ini yerlalu keren bagiku
Pengguna Google,4,2026-06-01 02:46:27,Saya kasih 4 bintang jika bagus saya lanjutkan
Pengguna Google,5,2026-06-01 02:46:16,"bagus lah, tapi tolong hd in status nya, kenapa setiap video atau foto yang di galeri hd tapi pas udh di upload ke status malah burik"
Pengguna Google,3,2026-06-01 02:44:35,yes oke
Pengguna Google,1,2026-06-01 02:43:18,bug semakin parah
Pengguna Google,5,2026-06-01 02:42:02,mantap
Pengguna Google,4,2026-06-01 02:41:31,semoga bisa lebih baik
Pengguna Google,5,2026-06-01 02:39:49,Ok
Pengguna Google,1,2026-06-01 02:39:19,kenapa setiap vc sering elor wajah nya tolong perbaiki yang benar biar saya bisa nyaman menggunakan wa
Pengguna Google,5,2026-06-01 02:38:54,Bagus sekali
Pengguna Google,5,2026-06-01 02:37:22,mantan
Pengguna Google,5,2026-06-01 02:37:11,gooodd
Pengguna Google,5,2026-06-01 02:34:19,good
Pengguna Google,5,2026-06-01 02:31:26,sangat membantu... pengajuan cukup mudah..
Pengguna Google,5,2026-06-01 02:29:20,akun saya kena spam trus
Pengguna Google,5,2026-06-01 02:29:05,baguss
Pengguna Google,5,2026-06-01 02:28:44,sangat besar manfaat nya
Pengguna Google,1,2026-06-01 02:27:58,Mardian
Pengguna Google,1,2026-06-01 02:27:12,"aplikasi jadi jelek setiap update, status wa sering ga ke download pdahal jaringan bagus"
Pengguna Google,5,2026-06-01 02:26:48,Good
Pengguna Google,5,2026-06-01 02:25:07,apk terbaik komunikasi lancR
Pengguna Google,3,2026-06-01 02:23:49,"x, u"
Pengguna Google,4,2026-06-01 02:23:24,"tolong dong grafik statusnya ditingkatkan, masa upload foto yang awalnya hd malah jadi burem"
Pengguna Google,5,2026-06-01 02:21:42,ok mantap
Pengguna Google,5,2026-06-01 02:21:36,mantap
Pengguna Google,4,2026-06-01 02:21:18,baik
Pengguna Google,1,2026-06-01 02:20:44,seriap verivikasi selalu gagal dan tidak dapat sms
Pengguna Google,1,2026-06-01 02:18:07,"up status menurunkan HD video yg du up, kualitas telfon masih kalah sama open mic game online itu menurut saya"
Pengguna Google,1,2026-06-01 02:18:02,"izin Bpk/Ibu. maaf saya mau tanya, kenapa WA Toggle saya gak bisa digeser? pada hal sudah lama saya pakai finger, pola, dan keamanan wajah. toogelnya gak bisa digeser. baru, gak bisa saya sinkron barcode WA diLaptop dari WA HP saya.terganggu saya link meet kuliah. 🙏🙏"
Pengguna Google,4,2026-06-01 02:16:32,"untuk grafik sw tolonglah ditingkatkan, awalnya gak buram. pas diposting malah buram, agak sakit mata melihat nya🙏"
Pengguna Google,4,2026-06-01 02:16:29,Baik
Pengguna Google,5,2026-06-01 02:14:45,sangat nyaman
Pengguna Google,3,2026-06-01 02:13:33,Bagus terimkasi sudah banyak membantu
Pengguna Google,5,2026-06-01 02:13:17,bagus
Pengguna Google,5,2026-06-01 02:13:01,sangat baik dan membantu
Pengguna Google,5,2026-06-01 02:12:36,ini apk nya bagus sekali gaada nge lag sama sekalii 😁
Pengguna Google,5,2026-06-01 02:12:15,"Tambah runyam , Up date lama nyambung"
Pengguna Google,5,2026-06-01 02:10:38,👍
Pengguna Google,5,2026-06-01 02:10:08,bagus lah pokonya
Pengguna Google,3,2026-06-01 02:10:07,sangat membatu
Pengguna Google,5,2026-06-01 02:10:06,sangat merasa terbantu
Pengguna Google,2,2026-06-01 02:09:57,"dengan whatsappsangat terbantu sekali,timbang biyen kerem surat nganggo prangko seng larang opo maneh kerem surat Nang luar negri motor sembah nuwon atas teknologi yang canggih ini ,"
Pengguna Google,5,2026-06-01 02:09:40,💯
Pengguna Google,5,2026-06-01 02:09:13,ok
Pengguna Google,1,2026-06-01 02:07:50,kenapa di telfon menolak sendiri ya? harus di fiks itu
Pengguna Google,4,2026-06-01 02:06:57,tolong dong dibagian vc/telepon hilangin pengaturan privasi tidak bisa merekam suara
Pengguna Google,5,2026-06-01 02:06:22,aplikasi ini berguna banget buat aku karna aku punya pengusaha di waslap cuma duduk di rumah terdiam dan jualan tapi aku ttp hasil gajih buat jajan setiap hari lumayan bangett
Pengguna Google,3,2026-06-01 02:05:54,"itu kenapa yaa fitur video call jadi error begitu, pasti habis ubah layar gabisa dikembaliin, tolong dong di update apk nya supaya bisa lebih baik lagii"
Pengguna Google,5,2026-06-01 02:05:44,Wa tak sengaja kehapus bingung mau masuk lagi!?
Pengguna Google,2,2026-06-01 02:04:53,saya hampir 10 kali di pasang trus hapus lagi udah lama lama nunggu 24 jam tapi malah di surus dowload whatsapp resmi trus padahal udah resmi lohh gmana pirbaiki dong
Pengguna Google,1,2026-06-01 02:04:36,"your system is getting more and more unclear. Not recommended for reuse. It's best to switch to a product with better features, especially other products besides WhatsApp."
Pengguna Google,5,2026-06-01 02:02:26,bagus
Pengguna Google,5,2026-06-01 02:00:02,Hebat aku bisa telepon
Pengguna Google,2,2026-06-01 01:57:34,lelet
Pengguna Google,5,2026-06-01 01:57:20,Bagus
Pengguna Google,1,2026-06-01 01:56:53,"tiba² log out sendiri padahal hp semaleman tidak dipakai, dan sekrang akun di tinjau bagaimana ya ini. ada email yg dapat di hubungi?"
Pengguna Google,1,2026-06-01 01:56:29,"sumpah ya WhatsApp, kenapa sih, tbtb wa gua di tinjau, dan gabisa balik lagiiii, ih sumpah ya padahal itu wa yg penting lohhhh yaampunn, udh minta dipulihkan lagi ke email WhatsApp tapi katanya gabisa, kenapaaa yaallahhh, nyesek bgt wa gua tbtb ilang gitu aja shibal"
Pengguna Google,5,2026-06-01 01:54:59,mantap wa keren sangat cocok bagus baik banget kasih apa itu lagi update
Pengguna Google,5,2026-06-01 01:53:33,bisa ngobrol sama my mantan tercinta ebri
Pengguna Google,5,2026-06-01 01:53:14,aku siap berkarya 8
Pengguna Google,1,2026-06-01 01:52:05,tolong dong ini wa kenpa yaa di tinjau terus menerus saya kebingungan harus instal ulang
Pengguna Google,5,2026-06-01 01:51:44,bagus
Pengguna Google,5,2026-06-01 01:49:35,bagus
Pengguna Google,5,2026-06-01 01:46:34,Bagus Terima kasih
Pengguna Google,5,2026-06-01 01:44:41,Cool
Pengguna Google,5,2026-06-01 01:44:36,"bisa ldr sama temen,ortu, sahabat bahkan pacar"
Pengguna Google,4,2026-06-01 01:41:41,OK lah
Pengguna Google,5,2026-06-01 01:40:46,wa ny sangat bagus
Pengguna Google,3,2026-06-01 01:39:33,lagi usaha kecil kecilan
Pengguna Google,5,2026-06-01 01:38:33,aplikasi yang bagus
Pengguna Google,2,2026-06-01 01:38:10,"up story pecah² mulu gila, biar udh di hd in"
Pengguna Google,5,2026-06-01 01:36:52,suka
Pengguna Google,1,2026-06-01 01:36:12,ok
Pengguna Google,1,2026-06-01 01:35:48,"hai WhatsApp, kenapa story wa aku yg video tidak bisa di putar? padahal versi nya sudah ku update. would you help me?"
Pengguna Google,1,2026-06-01 01:35:00,"ini bagaimana kok wasap saya keluar2 sendiri, bagaimana ini, respon lambat, kacau, mau masuk, balas chat aja ribet, keluar2 terus.."
Pengguna Google,1,2026-06-01 01:34:58,WA saya kenapa sering keluar akun sedang di tinjau udah beberapa hari ini selalu keluar kel gitu
Pengguna Google,5,2026-06-01 01:34:53,mantap
Pengguna Google,4,2026-06-01 01:32:09,Bagus...durasi lagu buat SW nya tambah
Pengguna Google,5,2026-06-01 01:31:40,ok gass full
Pengguna Google,5,2026-06-01 01:31:01,bagus
Pengguna Google,1,2026-06-01 01:30:35,Makin tidak jelas apk ini
Pengguna Google,2,2026-06-01 01:30:16,"kembalikan fitur vc seperti dulu,masa vc sekarang sering ngelag,layar gak bisa dipencet"
Pengguna Google,5,2026-06-01 01:30:01,bagus
Pengguna Google,3,2026-06-01 01:29:58,tapi kurangnya itu emoji aku kurang lengkap
Pengguna Google,2,2026-06-01 01:29:00,kenapa vc saya tidak ada efek
Pengguna Google,5,2026-06-01 01:28:29,WA memudahkan komunikasi
Pengguna Google,5,2026-06-01 01:26:43,ok
Pengguna Google,5,2026-06-01 01:25:51,terhapus sendiri
Pengguna Google,2,2026-06-01 01:25:21,"saya ingin selalu menggunakan wa karena sangat ,mudah untuk berkomunikasi."
Pengguna Google,5,2026-06-01 01:25:01,sangat bagus
Pengguna Google,5,2026-06-01 01:19:20,nice
Pengguna Google,5,2026-06-01 01:16:44,bagus sekali
Pengguna Google,1,2026-06-01 01:15:06,Pariyo Pariyo Pariyo
Pengguna Google,5,2026-06-01 01:14:59,respon cepatlah
Pengguna Google,1,2026-06-01 01:13:49,apa aplikasi sering eror goblog
Pengguna Google,5,2026-06-01 01:11:55,"ga suka fitur VIDEO CALL yang baru, mohon di tingkatkan kualitas VIDEO CALL nya"
Pengguna Google,5,2026-06-01 01:11:34,sudah nice thanks Meta corp
Pengguna Google,5,2026-06-01 01:11:13,😘👍
Pengguna Google,5,2026-06-01 01:10:20,baguss
Pengguna Google,1,2026-06-01 01:10:16,status lagu harus bisa ada liriknya seperti instagram dan tambah lagi lagu yang belum ada dan bisa geser bagian bagian lagunya seperti instagram. dan meta ai nya perbaiki dan lebih lengkap lagi. masih banyak yang salah
Pengguna Google,5,2026-06-01 01:09:11,good
Pengguna Google,5,2026-06-01 01:07:52,watsap tq
Pengguna Google,1,2026-06-01 01:06:59,"Please bring back the feature, the feature where when we are on a video call, when we click on the small screen, the large screen will display ourselves while the person we are talking to is on the small screen."
Pengguna Google,5,2026-06-01 01:02:23,Best of the best / Good.
Pengguna Google,2,2026-06-01 01:00:35,saya udah lama memakai aplikasi ini... tapi kenapa ya kemarin saya pas buat status wa terus ketika sudah dihapus statusnya tapi orang lain yang punya kontak saya masih bisa melihat status saya itu kenapa yaa?? whatsapp sekarang emang se eror itu kah??
Pengguna Google,5,2026-06-01 00:57:59,"-META AI- There was a problem generating a response. Please try again later. (hanya ""TEMUKAN AI"" yang normal)"
Pengguna Google,5,2026-06-01 00:57:43,sangat baik
Pengguna Google,5,2026-06-01 00:57:32,kren
Pengguna Google,5,2026-06-01 00:56:49,sangat membantu
Pengguna Google,5,2026-06-01 00:55:32,bagus
Pengguna Google,5,2026-06-01 00:54:16,biasa saja...
Pengguna Google,5,2026-06-01 00:54:11,sangat puas dengan ada nya aplikasi whatsapp karna membantu memudahkan komunikasi
Pengguna Google,5,2026-06-01 00:53:14,bagus keren enak juga gaada bug
Pengguna Google,1,2026-06-01 00:51:19,"Setiap nanya di meta ai WhatsApp jawaban selalu ngawur, ga pernah benar, lebih mengutamakan jawaban ngawur dibandingkan jawaban pakai sumber, kesannya meta ai hanya mau nyebar hoax, saran mending adain tombol buat copot meta ai dari akun pengguna, ga guna"
Pengguna Google,5,2026-06-01 00:50:51,"bagus, sangat membantu"
Pengguna Google,5,2026-06-01 00:50:21,biar bintang yang bicara
Pengguna Google,2,2026-06-01 00:49:12,coba lu cari dah bug di VC ada ngga
Pengguna Google,1,2026-06-01 00:47:17,"update again, fix the bug"
Pengguna Google,5,2026-06-01 00:46:47,bagus
Pengguna Google,1,2026-06-01 00:45:42,"Mohon Maaf, Kenapa Yaa WhatsApp Buat Status Sering Ga Masuk Gitu 🤔😇🙏🏻"
Pengguna Google,4,2026-06-01 00:44:11,bagus
Pengguna Google,5,2026-06-01 00:43:12,good 👍
Pengguna Google,5,2026-06-01 00:42:39,good
Pengguna Google,5,2026-06-01 00:41:15,bagus
Pengguna Google,5,2026-06-01 00:39:47,bagus untuk chat
Pengguna Google,5,2026-06-01 00:37:31,aplikasi nya baguss👍
Pengguna Google,5,2026-06-01 00:36:54,sangat rekomendasi
Pengguna Google,4,2026-06-01 00:36:34,Minta solusinya. Jika hp hilang mau pakai nomer yang sama tapi harus masukan 6 kode yang dikirim via wa ke hp yang hilang. Bagaimana cara tetap bisa gunakan nomer yang sama atau mendapatkan 6 kode tersebut? (untuk kartu sudah urus & dapat kartu.baru dengan nomer yang sama/hilang)
Pengguna Google,5,2026-06-01 00:36:07,SANGAT BAJU
Pengguna Google,5,2026-06-01 00:35:51,👍
Pengguna Google,5,2026-06-01 00:35:01,sangat menarik
Pengguna Google,5,2026-06-01 00:34:01,mantap
Pengguna Google,5,2026-06-01 00:32:32,Bagus
Pengguna Google,5,2026-06-01 00:31:45,ok sangat membantu
Pengguna Google,5,2026-06-01 00:29:30,ok
Pengguna Google,5,2026-06-01 00:28:26,"Hallo selamat pagi. Aku sering menggunakan WhatsApp untuk segala kegiatan dan menghubungi teman, lancar berkomunikasi, tp sayang sering terganggu hrs membersihkan, kenapa ya"
Pengguna Google,5,2026-06-01 00:28:01,"azuaparayuda gj v. ,"
Pengguna Google,2,2026-06-01 00:26:51,buat telfon video ngelag/ngebug
Pengguna Google,4,2026-06-01 00:26:25,bagus tpi g bsa upgrade
Pengguna Google,5,2026-06-01 00:26:18,baik
Pengguna Google,5,2026-06-01 00:26:15,𝘩𝘦𝘣𝘢𝘵
Pengguna Google,5,2026-06-01 00:24:41,sangatt sukaa sama whatsaap terr debestt dehh 1000/100
Pengguna Google,5,2026-06-01 00:23:45,mantap
Pengguna Google,2,2026-06-01 00:23:42,gellopa
Pengguna Google,3,2026-06-01 00:22:44,sudh berapa hari ini knpa fitur video call di layar hp lawan bicara di layar besar dan di layar kecil jga begitu tidak ada wajah kita di layar besar ada nya di layar kecil ...
Pengguna Google,5,2026-06-01 00:21:42,"keren, gabisa berkata kata lagi aku"
Pengguna Google,2,2026-06-01 00:20:42,menarik sekali
Pengguna Google,5,2026-06-01 00:14:20,cepat .dan bagus
Pengguna Google,5,2026-06-01 00:13:01,bagus tapi gk adil
Pengguna Google,1,2026-06-01 00:12:03,"vc nya sering ilang""ngan gambar mukanya"
Pengguna Google,5,2026-06-01 00:08:19,mantap
Pengguna Google,5,2026-06-01 00:05:14,Bagus
Pengguna Google,1,2026-06-01 00:04:38,tidak ada fitur filter saat vc padahal sudah dinyalakan fiturnya
Pengguna Google,4,2026-06-01 00:04:37,"Semua sudah bagus,cuman jangan diperbarui tiap bulan dong"
Pengguna Google,5,2026-06-01 00:01:16,bagus
Pengguna Google,5,2026-06-01 00:01:09,mantap
Pengguna Google,1,2026-06-01 00:00:55,sangat membantu
Pengguna Google,2,2026-06-01 00:00:16,kenapa saat pengunggahan story jelek banget hasilnya. foto dan vidio sangat buram. padahal sudah pake Yg HD. WA tlong dong yg pengguna pengguna Android seperti saya di kasih unggahan yg bagus.
Pengguna Google,5,2026-05-31 23:55:04,𝐚𝐤𝐮 𝐬𝐮𝐤𝐚 𝐰𝐚
Pengguna Google,5,2026-05-31 23:54:44,bagus
Pengguna Google,4,2026-05-31 23:54:15,bel ada ai nya ppunya saya
Pengguna Google,2,2026-05-31 23:51:09,karena lama download nya
Pengguna Google,3,2026-05-31 23:51:09,"login pakai barcode sekarang error mulu, tolong diperbaiki minnn"
Pengguna Google,4,2026-05-31 23:49:51,"wa saya tidak bisa di buka. entah apa penyebabnya.tolong beri tahu apa penyebabnya, lalu bagaimana cara agar WA dapat terbuka. terimakasih atas bantuannya."
Pengguna Google,5,2026-05-31 23:48:36,Ok siiip
Pengguna Google,5,2026-05-31 23:47:40,baik
Pengguna Google,5,2026-05-31 23:47:35,aplikasi yg sangat berguna
Pengguna Google,2,2026-05-31 23:46:06,"kenapa ya setelah di update pas kita vc dan kita pencet kamera kok gambarnya tiba"" sama ya...biasa kan yg muncul gambar kita dan orang yg kita vc tapi ini muncul gambar orang yg kita vc semua...."
Pengguna Google,2,2026-05-31 23:45:57,tambah ngelag ni Whatsap
Pengguna Google,5,2026-05-31 23:45:27,bagus bangett buat berkomunikasi
Pengguna Google,1,2026-05-31 23:43:46,mmh rina
Pengguna Google,5,2026-05-31 23:43:37,berilah update terbaru kenapa wa ku gbisa tekan tombol vc tolong harus bisa dongg apa masalah nya ya
Pengguna Google,5,2026-05-31 23:42:08,aplikasi sejuta umat
Pengguna Google,5,2026-05-31 23:40:46,bagus
Pengguna Google,1,2026-05-31 23:36:06,g jelas gabisa di update
Pengguna Google,5,2026-05-31 23:34:29,plis untuk WhatsApp ilangin wa kenon
Pengguna Google,5,2026-05-31 23:34:00,baik
Pengguna Google,5,2026-05-31 23:33:48,Mantap
Pengguna Google,5,2026-05-31 23:31:55,aplikasi ini sangat cocok untuk orang orang
Pengguna Google,5,2026-05-31 23:30:27,bagus
Pengguna Google,5,2026-05-31 23:30:23,👍
Pengguna Google,1,2026-05-31 23:30:19,Lain kali kalau apa-apa enggak usah dipakai Didownload Didownload susah memoriku udah full banget
Pengguna Google,1,2026-05-31 23:30:19,"WhatsApp sekarang kenapa sering di tinjau terus..Saya tidak menggunakan aplikasi ilegal atau melanggar aturan, mohon pulihkan akun saya."
Pengguna Google,5,2026-05-31 23:28:46,bagus
Pengguna Google,5,2026-05-31 23:28:31,mantap 👍👍
Pengguna Google,5,2026-05-31 23:26:40,membantu
Pengguna Google,5,2026-05-31 23:25:02,Lebih bagus lagi
Pengguna Google,1,2026-05-31 23:24:41,"tolong dong, akun saya tidak melanggar apa apa kenapa di blokir terus ya, lebih ketat lagi dong keamanan nya hadeh, gk melanggar kebijakan malah kena blokir terus menerus, jadi tidak nyaman memakai."
Pengguna Google,5,2026-05-31 23:22:38,"bagus, tapi belakangan ini ada notif riwayat chat bermasalah itu kira kira kenapa ya??"
Pengguna Google,5,2026-05-31 23:20:07,Sangat bagus
Pengguna Google,1,2026-05-31 23:18:44,kecewa
Pengguna Google,5,2026-05-31 23:17:55,samaaja
Pengguna Google,3,2026-05-31 23:16:53,"tolong saran mulai mengobrol dihapus saja, karena sangat menggangu"
Pengguna Google,5,2026-05-31 23:14:07,pernah lomba
Pengguna Google,5,2026-05-31 23:13:12,sangat bermanfaat
Pengguna Google,5,2026-05-31 23:13:09,bagus
Pengguna Google,3,2026-05-31 23:12:50,"TOLONG BALIKAN FITUR DLU, FITUR SKRG GA JELAS BGT LAGI VC TB' MUKA NYA ADA 2 KYK NGELEG GTU DAN SANGAT MENGGANGGU SKLI. TOLONG YA BALIKAN FITUR DLU AJA! TERIMAKASIH!"
Pengguna Google,2,2026-05-31 23:11:30,tolong ini update terbaru menyusahkan
Pengguna Google,2,2026-05-31 23:10:43,"untuk fitur yg terbaru sangat mengganggu sekali, kembalikan seperti awal"
Pengguna Google,5,2026-05-31 23:06:10,saya sangat suka
Pengguna Google,5,2026-05-31 23:05:10,siiiiiip
Pengguna Google,5,2026-05-31 23:04:36,bagus banget apk nya
Pengguna Google,4,2026-05-31 23:03:03,sudah mulai good yg skrg..
Pengguna Google,5,2026-05-31 23:02:19,bagus kali sip Joss gandoss
Pengguna Google,5,2026-05-31 23:02:04,sangat bagus
Pengguna Google,1,2026-05-31 23:01:47,kenapa wa ku setiap mau telpon selalu panggilan gagal
Pengguna Google,5,2026-05-31 22:59:25,sangat baik
Pengguna Google,5,2026-05-31 22:57:38,"trimakasi Aplikasinya sangat bagus,saya kasi bintang 5"
Pengguna Google,5,2026-05-31 22:55:30,aplikasii paling bagus menurut sayaa
Pengguna Google,5,2026-05-31 22:50:12,good
Pengguna Google,5,2026-05-31 22:49:24,👍
Pengguna Google,5,2026-05-31 22:47:58,keren bangettt🗿
